Spot,Volatility,Chooser_Price
147.0,0.11,10.746221939511615
148.5,0.11,10.891527834272964
150.0,0.11,11.164152447979976
151.5,0.11,11.559405477048841
153.0,0.11,12.07130025835745
154.5,0.11,12.692817396916872
156.0,0.11,13.416183390512622
157.5,0.11,14.233147085185715
159.0,0.11,15.13523938137435
160.5,0.11,16.11400499891324
162.0,0.11,17.1611988276181
163.5,0.11,18.268943022224438
165.0,0.11,19.429844224607017
166.5,0.11,20.637072904021178
168.0,0.11,21.884408700537847
169.5,0.11,23.166256836626673
171.0,0.11,24.477641197555794
172.5,0.11,25.814179688780467
174.0,0.11,27.17204709401461
175.5,0.11,28.547930017462452
177.0,0.11,29.938977719546635
178.5,0.11,31.34275184631021
180.0,0.11,32.75717728123789
181.5,0.11,34.18049566184682
183.0,0.11,35.611222527219674
184.5,0.11,37.04810860442539
186.0,0.11,38.49010539675949
187.5,0.11,39.936334992364685
189.0,0.11,41.38606385151649
190.5,0.11,42.83868023705076
192.0,0.11,44.29367490836341
193.5,0.11,45.75062469048916
195.0,0.11,47.20917854395522
105.0,0.12000000000000001,40.75779213704402
106.5,0.12000000000000001,39.2980555138643
108.0,0.12000000000000001,37.84070757402105
109.5,0.12000000000000001,36.38657224562763
111.0,0.12000000000000001,34.93669856364755
112.5,0.12000000000000001,33.49240639305732
114.0,0.12000000000000001,32.055337968691646
115.5,0.12000000000000001,30.627514864214096
117.0,0.12000000000000001,29.211399242812348
118.5,0.12000000000000001,27.809957197404614
120.0,0.12000000000000001,26.426720715856863
121.5,0.12000000000000001,25.06584344023837
123.0,0.12000000000000001,23.732144132785308
124.5,0.12000000000000001,22.43113086647608
126.0,0.12000000000000001,21.168998682525466
127.5,0.12000000000000001,19.952594012774874
129.0,0.12000000000000001,18.789340667165227
130.5,0.12000000000000001,17.68712461458316
132.0,0.12000000000000001,16.65413796641146
133.5,0.12000000000000001,15.698686192865338
135.0,0.12000000000000001,14.828966249280773
136.5,0.12000000000000001,14.052826510743309
138.0,0.12000000000000001,13.377521788718585
139.5,0.12000000000000001,12.809477911514053
141.0,0.12000000000000001,12.354080219278416
142.5,0.12000000000000001,12.015498855106785
144.0,0.12000000000000001,11.796561096953347
145.5,0.12000000000000001,11.698677478867143
147.0,0.12000000000000001,11.721824490977255
148.5,0.12000000000000001,11.864582650741406
150.0,0.12000000000000001,12.124225099082802
151.5,0.12000000000000001,12.496848913273382
153.0,0.12000000000000001,12.977539255118328
154.5,0.12000000000000001,13.560555379577533
156.0,0.12000000000000001,14.239527392544407
157.5,0.12000000000000001,15.007653349647791
159.0,0.12000000000000001,15.85788764713834
160.5,0.12000000000000001,16.783113453392122
162.0,0.12000000000000001,17.77629394325794
163.5,0.12000000000000001,18.830599125742456
165.0,0.12000000000000001,19.93950693423315
166.5,0.12000000000000001,21.09687886016147
168.0,0.12000000000000001,22.2970116866961
169.5,0.12000000000000001,23.534667794156586
171.0,0.12000000000000001,24.805087075249187
172.5,0.12000000000000001,26.103983754426906
174.0,0.12000000000000001,27.427531406508596
175.5,0.12000000000000001,28.77233927711658
177.0,0.12000000000000001,30.13542268307596
178.5,0.12000000000000001,31.514169870444864
180.0,0.12000000000000001,32.906307277946524
181.5,0.12000000000000001,34.30986473031163
183.0,0.12000000000000001,35.72314169479572
184.5,0.12000000000000001,37.14467539065829
186.0,0.12000000000000001,38.573211253321645
187.5,0.12000000000000001,40.007676023669234
189.0,0.12000000000000001,41.44715355546129
190.5,0.12000000000000001,42.8908633043104
192.0,0.12000000000000001,44.33814137279151
193.5,0.12000000000000001,45.78842393037522
195.0,0.12000000000000001,47.241232796573264
105.0,0.13,40.771634602685545
106.5,0.13,39.31691660402492
108.0,0.13,37.8660255287505
109.5,0.13,36.42008067675394
111.0,0.13,34.980458288179626
112.5,0.13,33.54883399656524
114.0,0.13,32.127228404534385
115.5,0.13,30.718054485264453
117.0,0.13,29.324164752106803
118.5,0.13,27.9488952997226
120.0,0.13,26.596103006532108
121.5,0.13,25.270191532301723
123.0,0.13,23.97612138884641
124.5,0.13,22.719399435063938
126.0,0.13,21.506043739747977
127.5,0.13,20.342520895801368
129.0,0.13,19.235654512139586
130.5,0.13,18.192505633264087
132.0,0.13,17.220228055059984
133.5,0.13,16.325903690891103
135.0,0.13,15.516365055413885
136.5,0.13,14.79801335756647
138.0,0.13,14.176641463765295
139.5,0.13,13.657271016324056
141.0,0.13,13.244012264074366
142.5,0.13,12.93995375872869
144.0,0.13,12.747087138284499
145.5,0.13,12.666269952684136
147.0,0.13,12.697227104175301
148.5,0.13,12.838589188000794
150.0,0.13,13.087964013063436
151.5,0.13,13.442035996918507
153.0,0.13,13.896687050066802
154.5,0.13,14.447132019720652
156.0,0.13,15.088061729964911
157.5,0.13,15.81378706876061
159.0,0.13,16.61837833889706
160.5,0.13,17.49579510109769
162.0,0.13,18.440002882135076
163.5,0.13,19.445074296616752
165.0,0.13,20.50527325184898
166.5,0.13,21.615121905335645
168.0,0.13,22.769450880686776
169.5,0.13,23.963433897896937
171.0,0.13,25.19260843446905
172.5,0.13,26.4528843157096
174.0,0.13,27.740542257044403
175.5,0.13,29.05222437594414
177.0,0.13,30.384918586035685
178.5,0.13,31.73593861081182
180.0,0.13,33.10290113601693
181.5,0.13,34.48370138131374
183.0,0.13,35.876488131621876
184.5,0.13,37.27963904024517
186.0,0.13,38.691736808821695
187.5,0.13,40.11154666866373
189.0,0.13,41.53799543647486
190.5,0.13,42.97015229463794
192.0,0.13,44.40721135045739
193.5,0.13,45.84847595706111
195.0,0.13,47.29334472769566
105.0,0.14,40.7949113588442
106.5,0.14,39.34741193118131
108.0,0.14,37.90548099303858
109.5,0.14,36.470526929784754
111.0,0.14,35.044233835291955
112.5,0.14,33.62859777848162
114.0,0.14,32.2259633281143
115.5,0.14,30.83905853616951
117.0,0.14,29.47102604264706
118.5,0.14,28.125447495113757
120.0,0.14,26.806358156632083
121.5,0.14,25.51824848480706
123.0,0.14,24.266049665530716
124.5,0.14,23.05510061220197
126.0,0.14,21.891094792016112
127.5,0.14,20.78000637138814
129.0,0.14,19.727996499735294
130.5,0.14,18.74130196106157
132.0,0.14,17.826109784872052
133.5,0.14,16.988422589170888
135.0,0.14,16.233920310769975
136.5,0.14,15.567824473062865
138.0,0.14,14.99477119931637
139.5,0.14,14.51869879501958
141.0,0.14,14.142754933710522
142.5,0.14,13.869227361827896
144.0,0.14,13.699500691301818
145.5,0.14,13.634040390075995
147.0,0.14,13.672403628398445
148.5,0.14,13.813275300129128
150.0,0.14,14.05452640151027
151.5,0.14,14.393291077105204
153.0,0.14,14.826058067817062
154.5,0.14,15.348772025146086
156.0,0.14,15.956940170725762
157.5,0.14,16.645740042998032
159.0,0.14,17.410124532810993
160.5,0.14,18.244921009211225
162.0,0.14,19.14492201733194
163.5,0.14,20.10496573765467
165.0,0.14,21.120005083233504
166.5,0.14,22.185164941724445
168.0,0.14,23.29578761600118
169.5,0.14,24.44746696505492
171.0,0.14,25.636072089616064
172.5,0.14,26.857761646303707
174.0,0.14,28.10899001802374
175.5,0.14,29.386506628913505
177.0,0.14,30.687349683879102
178.5,0.14,32.008835551067826
180.0,0.14,33.34854490544477
181.5,0.14,34.7043066267233
183.0,0.14,36.07418030707652
184.5,0.14,37.45643808304261
186.0,0.14,38.849546369308314
187.5,0.14,40.25214794497796
189.0,0.14,41.663044728991025
190.5,0.14,43.08118148241751
192.0,0.14,44.50563059203449
193.5,0.14,45.935578021506174
195.0,0.14,47.370310462602504
105.0,0.15000000000000002,40.830421495374694
106.5,0.15000000000000002,39.392506149430666
108.0,0.15000000000000002,37.962138015107406
109.5,0.15000000000000002,36.540991492768036
111.0,0.15000000000000002,35.13102229453183
112.5,0.15000000000000002,33.73449548518096
114.0,0.15000000000000002,32.35401130425119
115.5,0.15000000000000002,30.992526918993832
117.0,0.15000000000000002,29.653371998346664
118.5,0.15000000000000002,28.340255863804458
120.0,0.15000000000000002,27.05726400698771
121.5,0.15000000000000002,25.80884199505244
123.0,0.15000000000000002,24.59976522384614
124.5,0.15000000000000002,23.435093612105977
126.0,0.15000000000000002,22.320111122032895
127.5,0.15000000000000002,21.260250885849622
129.0,0.15000000000000002,20.26100764322009
130.5,0.15000000000000002,19.327840072327962
132.0,0.15000000000000002,18.466066351201356
133.5,0.15000000000000002,17.68075684879173
135.0,0.15000000000000002,16.976628167798452
136.5,0.15000000000000002,16.357942815782216
138.0,0.15000000000000002,15.828418564501067
139.5,0.15000000000000002,15.391151090032833
141.0,0.15000000000000002,15.04855280896958
142.5,0.15000000000000002,14.802309994989589
144.0,0.15000000000000002,14.653359340683298
145.5,0.15000000000000002,14.601884189302073
147.0,0.15000000000000002,14.647329764023747
148.5,0.15000000000000002,14.788435923341645
150.0,0.15000000000000002,15.023285312638505
151.5,0.15000000000000002,15.349364291562077
153.0,0.15000000000000002,15.763633707039595
154.5,0.15000000000000002,16.26260645107879
156.0,0.15000000000000002,16.842428777275035
157.5,0.15000000000000002,17.498962527296506
159.0,0.15000000000000002,18.22786570952527
160.5,0.15000000000000002,19.02466924445223
162.0,0.15000000000000002,19.884848113107523
163.5,0.15000000000000002,20.80388558562987
165.0,0.15000000000000002,21.777329640773697
166.5,0.15000000000000002,22.80084109241038
168.0,0.15000000000000002,23.870233300069717
169.5,0.15000000000000002,24.981503646933568
171.0,0.15000000000000002,26.130857215147053
172.5,0.15000000000000002,27.314723273975098
174.0,0.15000000000000002,28.529765323844973
175.5,0.15000000000000002,29.772885513981603
177.0,0.15000000000000002,31.041224280181275
178.5,0.15000000000000002,32.332156040266995
180.0,0.15000000000000002,33.64328174614187
181.5,0.15000000000000002,34.972419031064774
183.0,0.15000000000000002,36.31759061607612
184.5,0.15000000000000002,37.677011556751516
186.0,0.15000000000000002,39.04907582592964
187.5,0.15000000000000002,40.432342643929694
189.0,0.15000000000000002,41.82552288816774
190.5,0.15000000000000002,43.22746584115189
192.0,0.15000000000000002,44.63714647091607
193.5,0.15000000000000002,46.05365338166507
195.0,0.15000000000000002,47.47617752483308
105.0,0.16,40.880766973268535
106.5,0.16,39.45484338671411
108.0,0.16,38.03861061003777
109.5,0.16,36.633973848779405
111.0,0.16,35.24311313041482
112.5,0.16,33.86850223837185
114.0,0.16,32.512923684379196
115.5,0.16,31.1794781353109
117.0,0.16,29.871586676573408
118.5,0.16,28.59298438160606
120.0,0.16,27.347703878505946
121.5,0.16,26.140047959571504
123.0,0.16,24.974550753196066
124.5,0.16,23.855927542326334
126.0,0.16,22.78901393102016
127.5,0.16,21.778695684735737
129.0,0.16,20.829831152516327
130.5,0.16,19.9471686741982
132.0,0.16,19.135261744012126
133.5,0.16,18.398384914915553
135.0,0.16,17.740453470115874
136.5,0.16,17.16494975797335
138.0,0.16,16.674858795764727
139.5,0.16,16.272615320353722
141.0,0.16,15.960063932336107
142.5,0.16,15.738433382993236
144.0,0.16,15.608325430719734
145.5,0.16,15.569718084432516
147.0,0.16,15.62198249049756
148.5,0.16,15.763912235127616
150.0,0.16,15.993763446346165
151.5,0.16,16.309303800401636
153.0,0.16,16.70786837066098
154.5,0.16,17.18642019882909
156.0,0.16,17.741613509031442
157.5,0.16,18.36985761050379
159.0,0.16,19.06737972706709
160.5,0.16,19.830285232607196
162.0,0.16,20.6546140428761
163.5,0.16,21.536392197778387
165.0,0.16,22.47167794967982
166.5,0.16,23.45660193962745
168.0,0.16,24.487401285072483
169.5,0.16,25.560447613086332
171.0,0.16,26.67226924827664
172.5,0.16,27.81956790325337
174.0,0.16,28.999230322225063
175.5,0.16,30.2083353974123
177.0,0.16,31.444157316879433
178.5,0.16,32.70416531530028
180.0,0.16,33.986020590605214
181.5,0.16,35.28757092400351
183.0,0.16,36.60684350290801
184.5,0.16,37.94203639981494
186.0,0.16,39.291509108724014
187.5,0.16,40.65377248717875
189.0,0.16,42.02747839885165
190.5,0.16,43.41140930063531
192.0,0.16,44.80446797074736
193.5,0.16,46.20566753130533
195.0,0.16,47.61412188066281
105.0,0.17,40.948230449945775
106.5,0.17,39.53664780294493
108.0,0.17,38.136993288132345
109.5,0.17,36.75136011273856
111.0,0.17,35.382099796370674
112.5,0.17,34.03183221020876
114.0,0.17,32.703450718290576
115.5,0.17,31.400121248407032
117.0,0.17,30.125274225658266
118.5,0.17,28.882588498563713
120.0,0.17,27.675966671120435
121.5,0.17,26.509501611148682
123.0,0.17,25.387434314812857
124.5,0.17,24.31410374265862
126.0,0.17,23.293889673787074
127.5,0.17,22.331150021218235
129.0,0.17,21.430154384646166
130.5,0.17,20.595015863007525
132.0,0.17,19.829623291664525
133.5,0.17,19.137576098631715
135.0,0.17,18.522123890661277
136.5,0.17,17.98611269069064
138.0,0.17,17.531939467693533
139.5,0.17,17.161516248291868
141.0,0.17,16.87624470000661
142.5,0.17,16.677001653641227
144.0,0.17,16.564135611427204
145.5,0.17,16.537473890480612
147.0,0.17,16.59633969661498
148.5,0.17,16.739578126035024
150.0,0.17,16.965589861477582
151.5,0.17,17.272371169676582
153.0,0.17,17.657558718768342
154.5,0.17,18.11847771362541
156.0,0.17,18.652191887138745
157.5,0.17,19.2555539769066
159.0,0.17,19.925255448959692
160.5,0.17,20.657874391840636
162.0,0.17,21.449920684498693
163.5,0.17,22.29787772978039
165.0,0.17,23.19824023271364
166.5,0.17,24.147547681730526
168.0,0.17,25.142413355521487
169.5,0.17,26.179548824106902
171.0,0.17,27.25578403727082
172.5,0.17,28.368083195483134
174.0,0.17,29.51355667781126
175.5,0.17,30.689469359053522
177.0,0.17,31.893245686122565
178.5,0.17,33.12247190379555
180.0,0.17,34.374895824858136
181.5,0.17,35.64842453206717
183.0,0.17,36.9411203818726
184.5,0.17,38.25119565497794
186.0,0.17,39.5770061688537
187.5,0.17,40.91704413426074
189.0,0.17,42.269930503389205
190.5,0.17,43.63440702277304
192.0,0.17,45.009328170795236
193.5,0.17,46.393653128173035
195.0,0.17,47.78643790087712
105.0,0.18,41.034711753195445
106.5,0.18,39.639684447056766
108.0,0.18,38.25885115168155
109.5,0.18,36.89444692449812
111.0,0.18,35.54894123948098
112.5,0.18,34.225040136275545
114.0,0.18,32.92568322614083
115.5,0.18,31.654034807080258
117.0,0.18,30.41346850947885
118.5,0.18,29.207545119359803
120.0,0.18,28.03998349789767
121.5,0.18,26.91462481752384
123.0,0.18,25.835390648143886
124.5,0.18,24.80623573146088
126.0,0.18,23.83109655721629
127.5,0.18,22.91383708427712
129.0,0.18,22.05819311725645
130.5,0.18,21.26771694553384
132.0,0.18,20.545723871011035
133.5,0.18,19.895242193816564
135.0,0.18,19.31896809653679
136.5,0.18,18.819226676765297
138.0,0.18,18.397940137524827
139.5,0.18,18.05660387031818
141.0,0.18,17.79627087210341
142.5,0.18,17.61754464112058
144.0,0.18,17.520580411833286
145.5,0.18,17.50509432892638
147.0,0.18,17.570379934436012
148.5,0.18,17.71533115791397
150.0,0.18,17.938470861324905
151.5,0.18,18.237983899581362
153.0,0.18,18.611753613110096
154.5,0.18,19.057400667342343
156.0,0.18,19.57232319057757
157.5,0.18,20.153737230179136
159.0,0.18,20.79871664074039
160.5,0.18,21.504231629734765
162.0,0.18,22.267185309432215
163.5,0.18,23.084447732241582
165.0,0.18,23.95288701456239
166.5,0.18,24.869397277035805
168.0,0.18,25.830923243064138
169.5,0.18,26.834481439890116
171.0,0.18,27.877178035585203
172.5,0.18,28.95622342003488
174.0,0.18,30.06894369820399
175.5,0.18,31.21278931000499
177.0,0.18,32.38534102383827
178.5,0.18,33.584313571546545
180.0,0.18,34.80755720255613
181.5,0.18,36.053057435949306
183.0,0.18,37.318933282708315
184.5,0.18,38.60343419796888
186.0,0.18,39.90493600628115
187.5,0.18,41.22193602293359
189.0,0.18,42.55304757253312
190.5,0.18,43.89699408325439
192.0,0.18,45.252602912306024
193.5,0.18,46.61879903588197
195.0,0.18,47.99459871567396
105.0,0.19,41.14170744788506
106.5,0.19,39.76526189256745
108.0,0.19,38.40524866004822
109.5,0.19,37.06399874369539
111.0,0.19,35.744048980892515
112.5,0.19,34.448137749258066
114.0,0.19,33.1791957717581
115.5,0.19,31.940331647851238
117.0,0.19,30.73481190787704
118.5,0.19,29.566035596507497
120.0,0.19,28.437503616617363
121.5,0.19,27.352783294141215
123.0,0.19,26.315468843554534
124.5,0.19,25.3291386092789
126.0,0.19,24.397310118863565
127.5,0.19,23.523394099948575
129.0,0.19,22.710648678489836
130.5,0.19,21.962134987594354
132.0,0.19,21.28067537500465
133.5,0.19,20.66881530638656
135.0,0.19,20.12878992741226
136.5,0.19,19.66249607859705
138.0,0.19,19.27147036275342
139.5,0.19,18.956873656247943
141.0,0.19,18.719482242437998
142.5,0.19,18.559685538521798
144.0,0.19,18.47749019419727
145.5,0.19,18.472530169097098
147.0,0.19,18.544082251293673
148.5,0.19,18.691086364745548
150.0,0.19,18.912169931067897
151.5,0.19,19.205675500459662
153.0,0.19,19.569690846562235
154.5,0.19,20.002080727824094
156.0,0.19,20.500519550079613
157.5,0.19,21.062524217405162
159.0,0.19,21.68548652648084
160.5,0.19,22.36670453919877
162.0,0.19,23.103412454828316
163.5,0.19,23.892808592726496
165.0,0.19,24.732081185882794
166.5,0.19,25.618431771574432
168.0,0.19,26.549096045724333
169.5,0.19,27.521362120435782
171.0,0.19,28.532586188415408
172.5,0.19,29.58020565290218
174.0,0.19,30.661749827054503
175.5,0.19,31.774848342651126
177.0,0.19,32.917237434882935
178.5,0.19,34.086764288635564
180.0,0.19,35.28138964281798
181.5,0.19,36.49918885393831
183.0,0.19,37.73835161923534
184.5,0.19,38.997180554240536
186.0,0.19,40.27408881061318
187.5,0.19,41.56759690835131
189.0,0.19,42.876328942833595
190.5,0.19,44.19900831229963
192.0,0.19,45.53445309594207
193.5,0.19,46.88157119726226
195.0,0.19,48.23935535215157
105.0,0.2,41.27032013759895
106.5,0.2,39.914261887754606
108.0,0.2,38.57680113920722
109.5,0.2,37.26032182170219
111.0,0.2,35.96738288695702
112.5,0.2,34.700709116991376
114.0,0.2,33.46317759602118
115.5,0.2,32.25779974015014
117.0,0.2,31.08769894098213
118.5,0.2,29.956084050190896
120.0,0.2,28.86621910250042
121.5,0.2,27.821389834833532
123.0,0.2,26.82486770058549
124.5,0.2,25.879872192330932
126.0,0.2,24.98953236778728
127.5,0.2,24.156848518640775
129.0,0.2,23.384654928246384
130.5,0.2,22.675584632830756
132.0,0.2,22.032037034304707
133.5,0.2,21.456149115538686
135.0,0.2,20.949770886727578
136.5,0.2,20.51444555094524
138.0,0.2,20.151394725278017
139.5,0.2,19.861508898145576
141.0,0.2,19.645343150283068
142.5,0.2,19.50311802238099
144.0,0.2,19.434725281585518
145.5,0.2,19.439738225884327
147.0,0.2,19.51742607256469
148.5,0.2,19.66677190598465
150.0,0.2,19.88649361127638
151.5,0.2,20.17506719374701
153.0,0.2,20.53075187726381
154.5,0.2,20.95161638675937
156.0,0.2,21.43556584764452
157.5,0.2,21.9803687755634
159.0,0.2,22.583683680624898
160.5,0.2,23.243084868083375
162.0,0.2,23.956087079645673
163.5,0.2,24.720168683614116
165.0,0.2,25.532793185703696
166.5,0.2,26.391428893716416
168.0,0.2,27.29356662679035
169.5,0.2,28.236735412519973
171.0,0.2,29.218516162059267
172.5,0.2,30.236553353887963
174.0,0.2,31.28856479104396
175.5,0.2,32.372349524343484
177.0,0.2,33.48579405566591
178.5,0.2,34.62687695116108
180.0,0.2,35.79367200475661
181.5,0.2,36.984350098170566
183.0,0.2,38.19717990540003
184.5,0.2,39.43052758798465
186.0,0.2,40.6828556228565
187.5,0.2,41.95272089787769
189.0,0.2,43.23877220177512
190.5,0.2,44.53974722561094
192.0,0.2,45.85446918259996
193.5,0.2,47.18184314239339
195.0,0.2,48.52085216519087
105.0,0.21000000000000002,41.421286936256145
106.5,0.21000000000000002,40.08718474750423
108.0,0.21000000000000002,38.77373732913951
109.5,0.21000000000000002,37.48334318789522
111.0,0.21000000000000002,36.21854473741314
112.5,0.21000000000000002,34.98201570405646
114.0,0.21000000000000002,33.77654489503524
115.5,0.21000000000000002,32.60501641281907
117.0,0.21000000000000002,31.470386530978338
118.5,0.21000000000000002,30.375657575114076
120.0,0.21000000000000002,29.323849271622237
121.5,0.21000000000000002,28.31796813048374
123.0,0.21000000000000002,27.36097551087234
124.5,0.21000000000000002,26.45575507621494
126.0,0.21000000000000002,25.605080375987853
127.5,0.21000000000000002,24.811583294120418
129.0,0.21000000000000002,24.077724079031714
130.5,0.21000000000000002,23.405763620080144
132.0,0.21000000000000002,22.797738562725662
133.5,0.21000000000000002,22.255439764078613
135.0,0.21000000000000002,21.780394486400155
136.5,0.21000000000000002,21.373852613494044
138.0,0.21000000000000002,21.036777058748804
139.5,0.21000000000000002,20.769838418567453
141.0,0.21000000000000002,20.573413815298093
142.5,0.21000000000000002,20.44758977316888
144.0,0.21000000000000002,20.39216888202239
145.5,0.21000000000000002,20.406679928922074
147.0,0.21000000000000002,20.490391118282545
148.5,0.21000000000000002,20.64232595759648
150.0,0.21000000000000002,20.861281357963556
151.5,0.21000000000000002,21.145847485745115
153.0,0.21000000000000002,21.494428902569222
154.5,0.21000000000000002,21.905266544025757
156.0,0.21000000000000002,22.376460110903736
157.5,0.21000000000000002,22.905990478784602
159.0,0.21000000000000002,23.491741770220074
160.5,0.21000000000000002,24.13152277664942
162.0,0.21000000000000002,24.823087462817142
163.5,0.21000000000000002,25.564154333078662
165.0,0.21000000000000002,26.35242448517042
166.5,0.21000000000000002,27.185598221545064
168.0,0.21000000000000002,28.0613901302354
169.5,0.21000000000000002,28.97754258565864
171.0,0.21000000000000002,29.93183765426125
172.5,0.21000000000000002,30.9221074201082
174.0,0.21000000000000002,31.946242771283103
175.5,0.21000000000000002,33.00220070929367
177.0,0.21000000000000002,34.088010260706255
178.5,0.21000000000000002,35.20177708319414
180.0,0.21000000000000002,36.34168686739716
181.5,0.21000000000000002,37.506007641813056
183.0,0.21000000000000002,38.69309109077862
184.5,0.21000000000000002,39.901372995856995
186.0,0.21000000000000002,41.129372909040356
187.5,0.21000000000000002,42.37569316250238
189.0,0.21000000000000002,43.63901731456086
190.5,0.21000000000000002,44.91810812539006
192.0,0.21000000000000002,46.21180514915751
193.5,0.21000000000000002,47.51902202192771
195.0,0.21000000000000002,48.83874351711361
105.0,0.22,41.59501900850019
106.5,0.22,40.284202158287975
108.0,0.22,38.99596476807369
109.5,0.22,37.732687089761264
111.0,0.22,36.49686331170559
112.5,0.22,35.291086852787174
114.0,0.22,34.118032749230764
115.5,0.22,32.980437334115194
117.0,0.22,31.881075507708392
118.5,0.22,30.822735986426288
120.0,0.22,29.808194995016798
121.5,0.22,28.840188926962178
123.0,0.22,27.921386539488214
124.5,0.22,27.054361270457232
126.0,0.22,26.241564264384362
127.5,0.22,25.485298674493798
129.0,0.22,24.787695768695883
130.5,0.22,24.150693311987126
132.0,0.22,23.57601662901192
133.5,0.22,23.065162671737095
135.0,0.22,22.619387331927435
136.5,0.22,22.239696149910237
138.0,0.22,21.92683848335861
139.5,0.22,21.681305115548398
141.0,0.22,21.50332920439221
142.5,0.22,21.39289040364836
144.0,0.22,21.349721927647728
145.5,0.22,21.373320281725455
147.0,0.22,21.462957342825423
148.5,0.22,21.617694448516918
150.0,0.22,21.83639813755559
151.5,0.22,22.117757180427077
153.0,0.22,22.4603005430281
154.5,0.22,22.862415939591735
156.0,0.22,23.3223686508205
157.5,0.22,23.838320308593786
159.0,0.22,24.408347378181812
160.5,0.22,25.03045910131867
162.0,0.22,25.702614697521092
163.5,0.22,26.422739655594114
165.0,0.22,27.18874098135892
166.5,0.22,27.998521300473385
168.0,0.22,28.84999174611974
169.5,0.22,29.741083589814487
171.0,0.22,30.669758599283913
172.5,0.22,31.634018130023996
174.0,0.22,32.63191097671357
175.5,0.22,33.66154002707181
177.0,0.22,34.72106777412119
178.5,0.22,35.80872075328439
180.0,0.22,36.92279297850921
181.5,0.22,38.061648456913616
183.0,0.22,39.22372286453709
184.5,0.22,40.4075244669489
186.0,0.22,41.61163436797265
187.5,0.22,42.83470616791108
189.0,0.22,44.07546510965509
190.5,0.22,45.33270678717452
192.0,0.22,46.605295486338136
193.5,0.22,47.89216222299647
195.0,0.22,49.192302537951264
105.0,0.23,41.791646162920074
106.5,0.23,40.50521153195719
108.0,0.23,39.24313266586209
109.5,0.23,38.00774449699014
111.0,0.23,36.80146802693746
112.5,0.23,35.626794559731735
114.0,0.23,34.486267719282765
115.5,0.23,33.38246351079005
117.0,0.23,32.31796875413971
118.5,0.23,31.295358275013815
120.0,0.23,30.31717128404578
121.5,0.23,29.385887404156026
123.0,0.23,28.503902820275957
124.5,0.23,27.673507023869675
126.0,0.23,26.896860607593993
127.5,0.23,26.175974534365423
129.0,0.23,25.512691261816805
130.5,0.23,24.908668049849723
132.0,0.23,24.365362718177305
133.5,0.23,23.88402205501324
135.0,0.23,23.465673009972647
136.5,0.23,23.11111673626921
